chunk_id,file,line,section,text,parameter_class,parameter_type,confidence,reviewed,notes
chunk_8973f82e,src/priv/csrs.adoc,3,Preamble > Control and Status Registers (CSRs),The SYSTEM major opcode is used to encode all privileged instructions in the RISC-V ISA.,unknown,unknown,high,False,
chunk_1761e9f7,src/priv/csrs.adoc,3,Preamble > Control and Status Registers (CSRs),"These can be divided into two main classes: those that atomically read-modify-write control and status registers (CSRs), which are defined in the Zicsr extension, and all other privileged instructions.",CSR_controlled,enum,high,False,
chunk_23a6edb1,src/priv/csrs.adoc,3,Preamble > Control and Status Registers (CSRs),The privileged architecture requires the Zicsr extension; which other privileged instructions are required depends on the privileged-architecture feature set.,CSR_controlled,enum,high,False,
chunk_195e0171,src/priv/csrs.adoc,11,Preamble > Control and Status Registers (CSRs),"In addition to the unprivileged state described in Volume I of this manual, an implementation may contain additional CSRs, accessible by some subset of the privilege levels using the CSR instructions described in .",CSR_controlled,enum,high,False,
chunk_c9e91ae1,src/priv/csrs.adoc,11,Preamble > Control and Status Registers (CSRs),"In this chapter, we map out the CSR address space.",CSR_controlled,enum,high,False,
chunk_69affc30,src/priv/csrs.adoc,11,Preamble > Control and Status Registers (CSRs),"The following chapters describe the function of each of the CSRs according to privilege level, as well as the other privileged instructions which are generally closely associated with a particular privilege level.",CSR_controlled,enum,high,False,
chunk_b708cd0f,src/priv/csrs.adoc,21,Preamble > Control and Status Registers (CSRs),Standard CSRs do not have side effects on reads but may have side effects on writes.,CSR_controlled,enum,high,False,
chunk_8515789d,src/priv/csrs.adoc,26,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,"The standard RISC-V ISA sets aside a 12-bit encoding space (csr[11:0]) for up to 4,096 CSRs.",CSR_controlled,range,high,False,
chunk_5f25609a,src/priv/csrs.adoc,32,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,Instructions that access a non-existent CSR are reserved.,CSR_controlled,enum,high,False,
chunk_7952e257,src/priv/csrs.adoc,32,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,"Attempts to access a CSR without appropriate privilege level raise illegal-instruction exceptions or, as described in , virtual-instruction exceptions.",CSR_controlled,enum,high,False,
chunk_2f29d175,src/priv/csrs.adoc,32,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,"Attempts to write a read-only register raise illegal-instruction exceptions. A read/write register might also contain some bits that are read-only, in which case writes to the read-only bits are ignored.",CSR_controlled,unknown,high,False,
chunk_6aa4f4cf,src/priv/csrs.adoc,40,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,also indicates the convention to allocate CSR addresses between standard and custom uses.,CSR_controlled,enum,high,False,
chunk_4031e959,src/priv/csrs.adoc,40,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,The CSR addresses designated for custom uses will not be redefined by future standard extensions.,CSR_controlled,enum,high,False,
chunk_b4453927,src/priv/csrs.adoc,45,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,Machine-mode standard read-write CSRs `0x7A0`-`0x7BF` are reserved for use by the debug system.,CSR_controlled,enum,high,False,
chunk_e415d9c1,src/priv/csrs.adoc,45,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,"Of these CSRs, `0x7A0`-`0x7AF` are accessible to machine mode, whereas `0x7B0`-`0x7BF` are only visible to debug mode.",CSR_controlled,enum,high,False,
chunk_c8e046d9,src/priv/csrs.adoc,45,Preamble > Control and Status Registers (CSRs) > CSR Address Mapping Conventions,Implementations should raise illegal-instruction exceptions on machine-mode access to the latter set of registers.,non_CSR_parameter,enum,high,False,
chunk_06922558,src/priv/csrs.adoc,107,Preamble > Control and Status Registers (CSRs) > CSR Listing,list the CSRs that have currently been allocated CSR addresses.,CSR_controlled,enum,high,False,
chunk_6cfe6753,src/priv/csrs.adoc,107,Preamble > Control and Status Registers (CSRs) > CSR Listing,"The timers, counters, and floating-point CSRs are standard unprivileged CSRs.",CSR_controlled,enum,high,False,
chunk_31441a1a,src/priv/csrs.adoc,107,Preamble > Control and Status Registers (CSRs) > CSR Listing,"The other registers are used by privileged code, as described in the following chapters.",unknown,unknown,high,False,
chunk_32e53083,src/priv/csrs.adoc,166,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V unprivileged CSR addresses,4+^|Unprivileged Zicfiss extension CSR |`0x011` + |URW + |`ssp` + |Shadow Stack Pointer. +,CSR_controlled,enum,high,False,
chunk_3826acc6,src/priv/csrs.adoc,172,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V unprivileged CSR addresses,4+^|Unprivileged Entropy Source Extension CSR |`0x015` + |URW + |`seed` + |Seed for cryptographic random bit generators. +,CSR_controlled,enum,high,False,
chunk_a41af058,src/priv/csrs.adoc,186,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V unprivileged CSR addresses,"|`0xC00` + `0xC01` + `0xC02` + `0xC03` + `0xC04` + {nbsp} + `0xC1F` + `0xC80` + `0xC81` + `0xC82` + `0xC83` + `0xC84` + {nbsp} + `0xC9F` |URO + URO + URO + URO + URO + {nbsp} + URO + URO + URO + URO + URO + URO + {nbsp} + URO |`cycle` + `time` + `instret` + `hpmcounter3` + `hpmcounter4` + {vertical-ellipsis} + `hpmcounter31` + `cycleh` + `timeh` + `instreth` + `hpmcounter3h` + `hpmcounter4h` + {vertical-ellipsis} + `hpmcounter31h` |Cycle counter for RDCYCLE instruction. + Timer for RDTIME instruction. + Instructions-retired counter for RDINSTRET instruction. + Performance-monitoring counter. + Performance-monitoring counter. + {nbsp} + Performance-monitoring counter. + Upper 32 bits of `cycle`, RV32 only. + Upper 32 bits of `time`, RV32 only. + Upper 32 bits of `instret`, RV32 only. + Upper 32 bits of `hpmcounter3`, RV32 only. + Upper 32 bits of `hpmcounter4`, RV32 only. + {nbsp} + Upper 32 bits of `hpmcounter31`, RV32 only. |",non_CSR_parameter,range,high,False,
chunk_071fe19c,src/priv/csrs.adoc,274,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V supervisor-level CSR addresses,|`0x10A` |SRW |`senvcfg` |Supervisor environment configuration register.,CSR_controlled,enum,high,False,
chunk_4b18d62a,src/priv/csrs.adoc,278,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V supervisor-level CSR addresses,|`0x120` |SRW |`scountinhibit` |Supervisor counter-inhibit register.,unknown,unknown,high,False,
chunk_0ef5e8e1,src/priv/csrs.adoc,340,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V supervisor-level CSR addresses,|`0x180` |SRW |`satp` |Supervisor address translation and protection.,CSR_controlled,enum,high,False,
chunk_2d327a9c,src/priv/csrs.adoc,344,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V supervisor-level CSR addresses,"|`0x14D` + `0x15D` |SRW + SRW |`stimecmp` + `stimecmph` |Supervisor timer compare. + Upper 32 bits of `stimecmp`, RV32 only.",non_CSR_parameter,range,high,False,
chunk_ad9b9893,src/priv/csrs.adoc,355,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V supervisor-level CSR addresses,|`0x5A8` |SRW |`scontext` |Supervisor-mode context register.,unknown,unknown,high,False,
chunk_9fea1677,src/priv/csrs.adoc,357,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V supervisor-level CSR addresses,4+^|Supervisor Resource Management Configuration |`0x181` |SRW |`srmcfg` |Supervisor Resource Management Configuration.,unknown,unknown,high,False,
chunk_8bb4e513,src/priv/csrs.adoc,436,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V hypervisor and VS CSR addresses,|`0x643` + `0x644` + `0x645` + `0x64A` + `0xE12` |HRW + HRW + HRW + HRW + HRO |`htval` + `hip` + `hvip` + `htinst` + `hgeip` |Hypervisor trap value. + Hypervisor interrupt pending. + Hypervisor virtual interrupt pending. + Hypervisor trap instruction (transformed). + Hypervisor guest external interrupt pending.,SW_rule,unknown,high,False,
chunk_aa44c34d,src/priv/csrs.adoc,470,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V hypervisor and VS CSR addresses,|`0x680` |HRW |`hgatp` |Hypervisor guest address translation and protection.,CSR_controlled,enum,high,False,
chunk_af5d8ec8,src/priv/csrs.adoc,474,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V hypervisor and VS CSR addresses,|`0x6A8` |HRW |`hcontext` |Hypervisor-mode context register.,SW_rule,unknown,high,False,
chunk_778dc272,src/priv/csrs.adoc,478,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V hypervisor and VS CSR addresses,"|`0x605` + `0x615` |HRW + HRW |`htimedelta` + `htimedeltah` |Delta for VS/VU-mode timer. + Upper 32 bits of `htimedelta`, RV32 only.",non_CSR_parameter,range,high,False,
chunk_f3a3ec8c,src/priv/csrs.adoc,593,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V hypervisor and VS CSR addresses,"|`0x24D` + `0x25D` |HRW + HRW |`vstimecmp` + `vstimecmph` |Virtual supervisor timer compare. + Upper 32 bits of `vstimecmp`, RV32 only.",non_CSR_parameter,range,high,False,
chunk_32483a30,src/priv/csrs.adoc,622,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V machine-level CSR addresses,|`0xF11` + `0xF12` + `0xF13` + `0xF14` + `0xF15` |MRO + MRO + MRO + MRO + MRO |`mvendorid` + `marchid` + `mimpid` + `mhartid` + `mconfigptr` |Vendor ID. + Architecture ID. + Implementation ID. + Hardware thread ID. + Pointer to configuration data structure.,CSR_controlled,enum,high,False,
chunk_d86a030e,src/priv/csrs.adoc,865,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V machine-level CSR addresses,"|`0xB00` + `0xB02` + `0xB03` + `0xB04` + {nbsp} + `0xB1F` + `0xB80` + `0xB82` + `0xB83` + `0xB84` + {nbsp} + `0xB9F` |MRW + MRW + MRW + MRW + {nbsp} + MRW + MRW + MRW + MRW + MRW + {nbsp} + MRW + |`mcycle` + `minstret` + `mhpmcounter3` + `mhpmcounter4` + {vertical-ellipsis} + `mhpmcounter31` + `mcycleh` + `minstreth` + `mhpmcounter3h` + `mhpmcounter4h` + {vertical-ellipsis} + `mhpmcounter31h` |Machine cycle counter. + Machine instructions-retired counter. + Machine performance-monitoring counter. + Machine performance-monitoring counter. + {nbsp} + Machine performance-monitoring counter. + Upper 32 bits of `mcycle`, RV32 only. + Upper 32 bits of `minstret`, RV32 only. + Upper 32 bits of `mhpmcounter3`, RV32 only. + Upper 32 bits of `mhpmcounter4`, RV32 only. + {nbsp} + Upper 32 bits of `mhpmcounter31`, RV32 only.",CSR_controlled,range,high,False,
chunk_c6c8e934,src/priv/csrs.adoc,977,Preamble > Control and Status Registers (CSRs) > CSR Listing > Currently allocated RISC-V machine-level CSR addresses,|`0x7A0` + `0x7A1` + `0x7A2` + `0x7A3` + `0x7A4` + `0x7A5` + `0x7A8` |MRW + MRW + MRW + MRW + MRW + MRW + MRW |`tselect` + `tdata1` + `tdata2` + `tdata3` + `tinfo` + `tcontrol` + `mcontext`,CSR_controlled,enum,high,False,
chunk_ba07850f,src/priv/csrs.adoc,1111,Preamble > Control and Status Registers (CSRs) > CSR Field Specifications,The following definitions and abbreviations are used in specifying the behavior of fields within the CSRs.,CSR_controlled,enum,high,False,
chunk_1fbc611a,src/priv/csrs.adoc,1116,"Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Reserved Writes Preserve Values, Reads Ignore Values (WPRI)",Some whole read/write fields are reserved for future use.,CSR_controlled,enum,high,False,
chunk_abb3faf2,src/priv/csrs.adoc,1116,"Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Reserved Writes Preserve Values, Reads Ignore Values (WPRI)","Software should ignore the values read from these fields, and should preserve the values held in these fields when writing values to other fields of the same register.",SW_rule,enum,high,False,
chunk_14450f18,src/priv/csrs.adoc,1116,"Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Reserved Writes Preserve Values, Reads Ignore Values (WPRI)","For forward compatibility, implementations that do not furnish these fields must make them read-only zero.",CSR_controlled,binary,very_high,False,
chunk_03a2da4f,src/priv/csrs.adoc,1116,"Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Reserved Writes Preserve Values, Reads Ignore Values (WPRI)",These fields are labeled *WPRI* in the register descriptions.,CSR_controlled,enum,very_high,False,
chunk_d8593f3b,src/priv/csrs.adoc,1125,Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Write/Read Only Legal Values (WLRL),"Some read/write CSR fields specify behavior for only a subset of possible bit encodings, with other bit encodings reserved.",CSR_controlled,enum,high,False,
chunk_fa70d9e3,src/priv/csrs.adoc,1125,Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Write/Read Only Legal Values (WLRL),These fields are labeled *WLRL* in the register descriptions.,CSR_controlled,enum,very_high,False,
chunk_7562b968,src/priv/csrs.adoc,1134,Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Write/Read Only Legal Values (WLRL),Implementations are permitted but not required to raise an illegal-instruction exception if an instruction attempts to write a non-supported value to a *WLRL* field.,CSR_controlled,enum,very_high,False,
chunk_20b33988,src/priv/csrs.adoc,1134,Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Write/Read Only Legal Values (WLRL),"Implementations can return arbitrary bit patterns on the read of a *WLRL* field when the last write was of an illegal value, but the value returned should deterministically depend on the illegal written value and the value of the field prior to the write.",CSR_controlled,enum,very_high,False,
chunk_7ee5d986,src/priv/csrs.adoc,1144,"Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Write Any Values, Reads Legal Values (WARL)","Some read/write CSR fields are only defined for a subset of bit encodings, but allow any value to be written while guaranteeing to return a legal value whenever read.",CSR_controlled,enum,high,False,
chunk_1a19fc57,src/priv/csrs.adoc,1144,"Preamble > Control and Status Registers (CSRs) > CSR Field Specifications > Write Any Values, Reads Legal Values (WARL)","Assuming that writing the CSR has no other side effects, the range of supported values can be determined by attempting to write a desired setting then reading to see if the value was retained.",CSR_controlled,enum,high,False,
